title,info,area,year,room,elevator,parking,warehouse,deposit,rent,status,for,use-case,floor,description,advertiser,balcony,area2
نیمه زیرزمین مناسب تولیدی یا انباری,۱ هفته پیش در تبریز، میدان ستارخان (خیابان نیروی هوایی) | اجاره آپارتمان,۷۰,۱۳۸۶,۱,آسانسور ندارد,پارکینگ ندارد,انباری ندارد,۶۰٬۰۰۰٬۰۰۰ تومان,۸۵۰٬۰۰۰ تومان,قابل تبدیل,خانواده و مجرد,شخصی,زیرهمکف از ۲,"رهن اجاره نیمه زیر زمین تقریبا 70 متری مناسب انباری یا تولیدی های کوچک 
راه جدا تمیز 
پذیرایی تقریبا 35 متری اتاق 7متری آشپزخانه انباری کوچک حیاط 4متری برای روشنایی
حمام و دستشویی
امتیازات مشترک
نزدیک خیابان ماشین رو
آدرس دقیق میدان آذربایجان به طرف میدان ستارخان(یکه دکان) روبه روی آتش نشانی شماره3 کوچه میهن یک   
دسترسی آسان به تمام مسیرها 
سوالی بود به این شماره پیام بدید
09143329209",,,
آپارتمان ۷۴ متر مجتمع رجایی شهر,۱ هفته پیش در تبریز | اجاره آپارتمان,۷۴,۱۳۸۵,۱,آسانسور,پارکینگ,انباری,۲۲۰٬۰۰۰٬۰۰۰ تومان,۳۰۰٬۰۰۰ تومان,غیر قابل تبدیل,خانواده,شخصی,۴ از ۱۱,"آپارتمان با ویو وچشم انداز عالی به فلکه وفضای سبز 

دارای کابینت نو وکاغذ دیواری 

مجتمع ساکت و تمیز با همسایگان با فرهنگ 

دارای نگهبانی 24ساعته و مهربان 

مخصوص زوج های جوان 

بلوک سه بهترین بلوک مجتمع 

100متر تا مترو بهترین وسیله حمل و نقل به اکثر نقاط مهم شهر 

نزدیک به مراکز تفریحی مثل پارک شاه‌گلی و همچنین مراکز تجاری وخرید وهایپرمارکت ها و همچنین بانک ها و دفاتر پیشخوان قضایی ودولت الکترونیک و رستوران و فست فود",,,
اجاره آپارتمان دو واحد رسالت,۱ هفته پیش در تبریز | اجاره آپارتمان,۹۵,۱۳۸۵,۲,آسانسور ندارد,پارکینگ ندارد,انباری,۶۰٬۰۰۰٬۰۰۰ تومان,۳٬۰۰۰٬۰۰۰ تومان,قابل تبدیل,خانواده,شخصی,۱ از ۲,عدل امکانات ویلایی,,,
آپارتمان ۷۵ متر شهرک نور,۱ هفته پیش در تبریز | اجاره آپارتمان,۷۵,۱۳۹۲,۱,آسانسور ندارد,پارکینگ ندارد,انباری ندارد,۷۰٬۰۰۰٬۰۰۰ تومان,۲٬۰۰۰٬۰۰۰ تومان,غیر قابل تبدیل,خانواده,مشاور املاک,۱,"واحد ۷۵ متر طبقه ۱ از ۲ بالای همکف
تک خوابه_تک واحده_کابینت کمد دیواری_تراس_گرمایش_آبگرمکن_موکت_پرده_لوستر_پله فرش_کاغذ دیواری_راه جدا_انشعابات جدا
واحد مستقل و بسیار لوکس
رهن ۷۰ میلیون تومان
اجاره ۲ میلیون تومان
تحویل واحد: ۱۴۰۱/۴/۳۰",,,
آپارتمان ،100 متر ،ارتش جنوبی بر خیابان,۱ هفته پیش در تبریز، خیابان ارتش جنوبی | اجاره آپارتمان,۱۰۰,۱۳۷۱,۲,آسانسور ندارد,پارکینگ ندارد,انباری,۵۰٬۰۰۰٬۰۰۰ تومان,۴٬۰۰۰٬۰۰۰ تومان,قابل تبدیل,خانواده و مجرد,شخصی,۱ از ۲,"جهت توضیحات بیشتر با شماره زیر تماس بگیرید .
09144136297
نزدیکی به میدان ساعت به مدت سه دقیقه
نزدیکی به بیمارستان بهبود به مدت دو دقیقه 
مرکز شهر و دسترسی به تمامی نقاط شهر 
محیطی ساکت و آرام با روشنایی از طرف خیابان و حیاط",,,
آپارتمان ۱۱۵ متر فرشته شمالی,۱ هفته پیش در تبریز | اجاره آپارتمان,۱۱۵,۱۳۹۸,۲,آسانسور,پارکینگ,انباری,۱۲۰٬۰۰۰٬۰۰۰ تومان,۵٬۵۰۰٬۰۰۰ تومان,غیر قابل تبدیل,خانواده,,۱,"آپارتمان ۱۱۵ متر با موقعیت جنوبی در فرشته شمالی که دارای : 
_ کابینت 
_ کمد دیواری 
_ هود و گاز رومیزی 
_ پرده زبرا
_ پرده توری 
_ روشویی 
_ توالت فرنگی 
_ کف سرامیک 
_ نقاشی شده 
_ نور مخفی",,,
خانه ۲۳۰متری در خطیب هرطبقه بازیربنا۱۴۰ متر,۱ هفته پیش در تبریز، خیابان خطیب (بلوار بیست دو بهمن) | اجاره آپارتمان,۱۴۰,۱۳۹۰,۳,آسانسور ندارد,پارکینگ,انباری,۱۰۰٬۰۰۰٬۰۰۰ تومان,۵٬۰۰۰٬۰۰۰ تومان,غیر قابل تبدیل,خانواده,شخصی,۱,خانه با ۱۴۰ متر در هر طبقه زیر بنا با انشعابات مستقل فول امکانات به اجاره داده می‌شود خ خطیب کوچه طالقانی پ۱۲ ۰۹۱۴۹۹۵۶۰۶۳یک طبقه به اجاره داده میشود,,,
اجاره مهد کودک,۱ هفته پیش در تبریز | اجاره آپارتمان,۱۰۰,۱۳۹۵,۲,آسانسور ندارد,پارکینگ ندارد,انباری ندارد,۳۰٬۰۰۰٬۰۰۰ تومان,۴٬۰۰۰٬۰۰۰ تومان,قابل تبدیل,خانواده,شخصی,همکف,"اجاره مهد کودک با ۵ سال سابقه کار
دارای دو کلاس بزرگ و کوچک و مدیریت
مجهز به دوربین مدار بسته
دارای پرده پروژکتور
دارای میز و صندلی کامل
مجهز به وسایل بازی مثل سرسره و چرخ و فلک و...
واقع در طبقه همکف ساختمان ۴ طبقه به صورت دربست اجاره داده می‌شود
واقع در سردرود خ پروین اعتصامی",,,
کوی لاله s17 مروارید,۱ هفته پیش در تبریز، کوی لاله (کوی لاله) | اجاره آپارتمان,۷۸,۱۳۸۰,۲,آسانسور ندارد,پارکینگ,انباری,۱۰۰٬۰۰۰٬۰۰۰ تومان,۲٬۵۰۰٬۰۰۰ تومان,قابل تبدیل,خانواده و مجرد,مشاور املاک,۳ از ۴,"سلام واحد فوق تمیز و شیک میباشد 
مناسب برای عروس و داماد",,,
ارم منطقه ۵ ۷۰ متر تک خوابه,۱ هفته پیش در تبریز | اجاره آپارتمان,۷۰,۱۳۹۲,۱,آسانسور ندارد,پارکینگ ندارد,انباری ندارد,۱۲۰٬۰۰۰٬۰۰۰ تومان,مجانی,غیر قابل تبدیل,خانواده و مجرد,مشاور املاک,۱,اپارتمان منطقه ۵ طبقه اول با همسایه های با فرهنگ با رهن کامل ۱۲۰ ملییون 09941112690 بااین شماره تماس بگیرین,,,
آپارتمان دو خوابه ولی امر,۱ هفته پیش در تبریز | اجاره آپارتمان,۷۰,۱۳۸۵,۲,آسانسور ندارد,پارکینگ,انباری,۳۰٬۰۰۰٬۰۰۰ تومان,۴٬۰۰۰٬۰۰۰ تومان,قابل تبدیل,خانواده,شخصی,۳,"آپارتمان دو خوابه در ولی امر 
روبروی آپارتمان های ساکو 
چک تخلیه به مبلغ یک میلیارد تومان 
آب و برق مجزا و گرمایش بخاری 
واحد مورد نظر خالی میباشد و تحویل فوری 
زمان بازدید واحد ۱۹ الی ۲۱ شب میباشد 
فقط تماس ها پاسخ داده میشود",,,
آپارتمان دارای انشعابات جدا و موکت,۱ هفته پیش در تبریز | اجاره آپارتمان,۱۰۰,۱۳۹۶,۲,آسانسور ندارد,پارکینگ ندارد,انباری ندارد,توافقی,توافقی,قابل تبدیل,خانواده,شخصی,۱,"ثقة اسلام شمالی منبع آب کوی شهید فرجی کوچه اسماعیلی پلاک 29
لطفاً با شماره زیر تماس بگیرید 09358778590",,,
اپارتمان شهرک ارم منطقه ۹,۱ هفته پیش در تبریز | اجاره آپارتمان,۱۱۰,۱۳۹۱,۲,آسانسور ندارد,پارکینگ ندارد,انباری ندارد,۱۸۰٬۰۰۰٬۰۰۰ تومان,مجانی,غیر قابل تبدیل,خانواده,شخصی,۲,یک واحد اپارتمان درشهرک ارم منطقه ۹ طبقه دوم سال ساخت ۹۱ واحد ۱۱۰متر هست دو خوابه بدون اسانسور وبدون پارکینگ کابینت اشپزخانه های کلاس و اتاق دارای کمد دیواری بسیار بزرگ ،کاغذ دیواری و دارای بالکن های جادار، پذیرایی و اتاق دارای پرده های به روز ،ایفن تصویری ، واحد خیلی شیک و تمیز می باشد کف واحد موکت بندی شده درضمن واحد خالی می باشدوبه خانواده تا ۳ نفر اجاره داده میشود با تشکر,,,
رهن و اجاره آپارتمان ۱۱۰متری کوی فیروز/قطران/خیام,۱ هفته پیش در تبریز، خیابان زبردست (خ. ابوریحان) | اجاره آپارتمان,۱۱۰,۱۳۸۰,۲,آسانسور ندارد,پارکینگ ندارد,انباری,۴۰٬۰۰۰٬۰۰۰ تومان,۴٬۵۰۰٬۰۰۰ تومان,غیر قابل تبدیل,خانواده,مشاور املاک,زیرهمکف از ۳,"((((((((((((املاک ۴دیوار))))))))))))

بروزترین و جامعترین فایلینگ املاک در سطح شهر تبریز

✅موقعیتی فوق العاده در منطقه خیام /قطران
✅شمال غربی
✅خوش نقشه و بدون پرتی
✅شخصی ساز و تک واحد
✅زیر همکف
✅بر خیابان
✅ دسترسی آسان و سریع به مراکز خرید،رفاهی
✅دارای انباری
✅بازسازی شده
✅نورگیری عالی
✅دارای حیاط


کارشناس امور ملکی شما:مهندس نصیرزاده

شماره تماس:۰۹۹۲۴۶۳۴۸۳۸


املاک ۴دیوار

آدرس دفتر:۱۷ شهریور قدیم خیابان لاله زار",,,
آپارتمان شیک باتمام امکانات,۱ هفته پیش در تبریز، میدان ستارخان (خیابان نیروی هوایی) | اجاره آپارتمان,۹۰,۱۳۹۳,۲,آسانسور ندارد,پارکینگ,انباری ندارد,۱۸۰٬۰۰۰٬۰۰۰ تومان,مجانی,غیر قابل تبدیل,خانواده,شخصی,۳ از ۳,"آپار تمان شیک که دارای پرده شوفاژ وتراس وکاغذدیواری وکمد وکابینت و پارکینگ وکف سرامیک طرح پارکت وهرطبقه تک واحده وبدون صاحب خانه می باشد و نزدیک به خیابان اصلی ومغازه ها می با شد
ادرس،توکلی ستارخان کوچه صالح شکسته بند 
تخفیف هم پایه معامله می دهیم",,,
اجاره اپارتمان شیک درنصر,۱ هفته پیش در تبریز | اجاره آپارتمان,۱۱۰,۱۳۹۵,۲,آسانسور,پارکینگ,انباری ندارد,۱۰۰٬۰۰۰٬۰۰۰ تومان,۵٬۵۰۰٬۰۰۰ تومان,غیر قابل تبدیل,خانواده,مشاور املاک,۲ از ۶,"ادرس نصر خیابان دانشگاه جنوبی روبروی پایگاه سلامت میدان تجاری اذرابادگان املاک مهدی 
ساعت تماس 2الی 10شب .
لطفا املاک تماس نگیرند",,,
60متر آپارتمان,۱ هفته پیش در تبریز | اجاره آپارتمان,۶۰,۱۳۹۰,۱,آسانسور ندارد,پارکینگ ندارد,انباری ندارد,۱۰۰٬۰۰۰٬۰۰۰ تومان,۲۰۰٬۰۰۰ تومان,قابل تبدیل,خانواده,شخصی,۲ از ۳,کابینت ها تازه زده شده کاغذ دیواری می‌باشد. خواهشتابا شماره تلفن09146632334تماس بگیریدبالاتر سه را شمس تبریزی ایستگاه اقاجان,,,
اجاره آپارتمان درکوی لاله برای خانواده،دانشجودختر,۱ هفته پیش در تبریز | اجاره آپارتمان,۹۲,۱۳۸۰,۱,آسانسور ندارد,پارکینگ ندارد,انباری ندارد,۵۰٬۰۰۰٬۰۰۰ تومان,۳٬۰۰۰٬۰۰۰ تومان,غیر قابل تبدیل,خانواده و مجرد,مشاور املاک,۲ از ۴,رهن و اجاره آپارتمان ۹۲متری در کوی لاله مجتمع مروارید. مبلغ مقطوع است و رعایت فرهنگ آپارتمان نشینی برایم و رضایت همسایه ها برایم خیلی مهم هستند و این موارد در قولنامه قید خواهد شد به دانشجویان دختر اجاره داده میشود. با تشکر از دیوار,,,
رهن کامل آپارتمان در ولیعصر,۱ هفته پیش در تبریز | اجاره آپارتمان,۱۲۰,۱۳۹۰,۳,آسانسور,پارکینگ,انباری ندارد,۵۵۰٬۰۰۰٬۰۰۰ تومان,مجانی,غیر قابل تبدیل,خانواده,مشاور املاک,۱ از ۵,"واحد جنوبی
طبقه اول
۱۲۰ متر 
سه خوابه
دارای پارکینگ و آسانسور
بدون انباری
کف سرامیک
فقط رهن کامل
مشاورین محترم املاک تماس نگیرند.باتشکر",,,
80 متر,۱ هفته پیش در تبریز | اجاره خانه و ویلا,۸۰,۱۳۸۰,۱,,پارکینگ,انباری,۵۰٬۰۰۰٬۰۰۰ تومان,۲٬۷۰۰٬۰۰۰ تومان,قابل تبدیل,خانواده و مجرد,شخصی,,با سلام این خانه 150 متر با مترو فاصله دارد و 350متر با شاهگلی و همچی سره کوچه هست وپای ماشین 50 متر می باشد می توانیم وده را بیشتر کنیم وکرای را کمتر بدی با تشکر از دیوار,بالکن ندارد,۱۲۰,
حیاط دربست در شهرک ارم م5,۱ هفته پیش در تبریز | اجاره خانه و ویلا,۱۷۰,۱۳۹۰,۱,,پارکینگ,انباری,توافقی,توافقی,قابل تبدیل,خانواده,شخصی,,"250 میلیون رهن و 1میلیون تومان اجاره
یا 300 میلیون تمام رهن 

نزدیک بودن به ایستگاه اتوبوس
امکان پارک چندین خودرو جلوی در و پارک 3 خودرو در حیاط
به پیامک پاسخ داده نمیشود.

توافقی",بالکن ندارد,۱۷۰,
